MB 518 (4x4) -> Y = 165 | CbCr = 930
MB 519 (16x16) -> Y = 36 | CbCr = 127
MB 520 (16x16) -> Y = 35 | CbCr = 136
MB 521 (4x4) -> Y = 57 | CbCr = 120
MB 522 (4x4) -> Y = 51 | CbCr = 51
MB 523 (4x4) -> Y = 52 | CbCr = 63
MB 524 (4x4) -> Y = 39 | CbCr = 99
MB 525 (4x4) -> Y = 39 | CbCr = 141
MB 526 (16x16) -> Y = 33 | CbCr = 211
MB 527 (16x16) -> Y = 44 | CbCr = 219
MB 528 (4x4) -> Y = 66 | CbCr = 271
MB 529 (4x4) -> Y = 81 | CbCr = 43
MB 530 (4x4) -> Y = 70 | CbCr = 99
MB 531 (4x4) -> Y = 72 | CbCr = 379
MB 532 (4x4) -> Y = 79 | CbCr = 135
MB 533 (16x16) -> Y = 58 | CbCr = 76
MB 534 (16x16) -> Y = 44 | CbCr = 32
MB 535 (16x16) -> Y = 51 | CbCr = 31
MB 536 (4x4) -> Y = 65 | CbCr = 69
MB 537 (16x16) -> Y = 51 | CbCr = 59
MB 538 (4x4) -> Y = 60 | CbCr = 55
MB 539 (4x4) -> Y = 62 | CbCr = 50
MB 540 (16x16) -> Y = 59 | CbCr = 69
MB 541 (4x4) -> Y = 70 | CbCr = 64
MB 542 (4x4) -> Y = 58 | CbCr = 109
MB 543 (4x4) -> Y = 51 | CbCr = 97
MB 544 (16x16) -> Y = 61 | CbCr = 54
MB 545 (16x16) -> Y = 48 | CbCr = 85
MB 546 (4x4) -> Y = 77 | CbCr = 87
MB 547 (4x4) -> Y = 95 | CbCr = 45
MB 548 (4x4) -> Y = 69 | CbCr = 38
MB 549 (16x16) -> Y = 48 | CbCr = 32
MB 550 (4x4) -> Y = 62 | CbCr = 96
MB 551 (16x16) -> Y = 53 | CbCr = 90
MB 552 (16x16) -> Y = 47 | CbCr = 175
MB 553 (16x16) -> Y = 39 | CbCr = 173
MB 554 (4x4) -> Y = 11 | CbCr = 113
MB 555 (4x4) -> Y = 148 | CbCr = 850
MB 556 (4x4) -> Y = 29 | CbCr = 120
MB 557 (4x4) -> Y = 45 | CbCr = 125
MB 558 (4x4) -> Y = 56 | CbCr = 70
MB 559 (16x16) -> Y = 36 | CbCr = 89
MB 560 (16x16) -> Y = 43 | CbCr = 25
MB 561 (16x16) -> Y = 36 | CbCr = 102
MB 562 (16x16) -> Y = 37 | CbCr = 83
MB 563 (16x16) -> Y = 35 | CbCr = 197
MB 564 (4x4) -> Y = 37 | CbCr = 333
MB 565 (4x4) -> Y = 42 | CbCr = 202
MB 566 (4x4) -> Y = 59 | CbCr = 378
MB 567 (4x4) -> Y = 67 | CbCr = 831
MB 568 (4x4) -> Y = 67 | CbCr = 190
MB 569 (4x4) -> Y = 54 | CbCr = 114
MB 570 (16x16) -> Y = 48 | CbCr = 70
MB 571 (16x16) -> Y = 43 | CbCr = 59
MB 572 (16x16) -> Y = 43 | CbCr = 56
MB 573 (4x4) -> Y = 51 | CbCr = 80
MB 574 (16x16) -> Y = 52 | CbCr = 47
MB 575 (4x4) -> Y = 58 | CbCr = 59
MB 576 (4x4) -> Y = 59 | CbCr = 54
MB 577 (4x4) -> Y = 60 | CbCr = 55
MB 578 (16x16) -> Y = 55 | CbCr = 54
MB 579 (16x16) -> Y = 59 | CbCr = 78
MB 580 (16x16) -> Y = 58 | CbCr = 36
MB 581 (4x4) -> Y = 63 | CbCr = 71
MB 582 (16x16) -> Y = 45 | CbCr = 61
MB 583 (4x4) -> Y = 60 | CbCr = 49
MB 584 (4x4) -> Y = 49 | CbCr = 33
MB 585 (4x4) -> Y = 50 | CbCr = 48
MB 586 (4x4) -> Y = 60 | CbCr = 60
MB 587 (16x16) -> Y = 69 | CbCr = 42
MB 588 (16x16) -> Y = 76 | CbCr = 94
MB 589 (4x4) -> Y = 75 | CbCr = 139
MB 590 (4x4) -> Y = 68 | CbCr = 118
MB 591 (16x16) -> Y = 9 | CbCr = 71
MB 592 (4x4) -> Y = 125 | CbCr = 751
MB 593 (4x4) -> Y = 48 | CbCr = 71
MB 594 (16x16) -> Y = 31 | CbCr = 115
MB 595 (16x16) -> Y = 34 | CbCr = 106
MB 596 (4x4) -> Y = 29 | CbCr = 50
MB 597 (16x16) -> Y = 32 | CbCr = 45
MB 598 (4x4) -> Y = 42 | CbCr = 53
MB 599 (4x4) -> Y = 36 | CbCr = 120
MB 600 (16x16) -> Y = 25 | CbCr = 186
MB 601 (16x16) -> Y = 26 | CbCr = 224
MB 602 (4x4) -> Y = 42 | CbCr = 392
MB 603 (4x4) -> Y = 46 | CbCr = 392
MB 604 (4x4) -> Y = 58 | CbCr = 400
MB 605 (16x16) -> Y = 52 | CbCr = 193
MB 606 (16x16) -> Y = 48 | CbCr = 96
MB 607 (4x4) -> Y = 65 | CbCr = 79
MB 608 (16x16) -> Y = 56 | CbCr = 42
MB 609 (4x4) -> Y = 40 | CbCr = 51
MB 610 (4x4) -> Y = 46 | CbCr = 23
MB 611 (4x4) -> Y = 64 | CbCr = 51
MB 612 (16x16) -> Y = 61 | CbCr = 57
MB 613 (16x16) -> Y = 63 | CbCr = 52
MB 614 (4x4) -> Y = 48 | CbCr = 33
MB 615 (4x4) -> Y = 65 | CbCr = 40
MB 616 (16x16) -> Y = 43 | CbCr = 32
MB 617 (4x4) -> Y = 54 | CbCr = 52
MB 618 (4x4) -> Y = 68 | CbCr = 30
MB 619 (4x4) -> Y = 57 | CbCr = 38
MB 620 (16x16) -> Y = 62 | CbCr = 27
MB 621 (4x4) -> Y = 60 | CbCr = 35
MB 622 (4x4) -> Y = 60 | CbCr = 34
MB 623 (16x16) -> Y = 55 | CbCr = 52
MB 624 (16x16) -> Y = 50 | CbCr = 56
MB 625 (4x4) -> Y = 53 | CbCr = 94
MB 626 (16x16) -> Y = 48 | CbCr = 81
MB 627 (16x16) -> Y = 62 | CbCr = 130
MB 628 (4x4) -> Y = 20 | CbCr = 65
MB 629 (4x4) -> Y = 119 | CbCr = 641
MB 630 (4x4) -> Y = 26 | CbCr = 74
MB 631 (16x16) -> Y = 30 | CbCr = 94
MB 632 (4x4) -> Y = 39 | CbCr = 56
MB 633 (4x4) -> Y = 34 | CbCr = 36
MB 634 (16x16) -> Y = 14 | CbCr = 65
MB 635 (4x4) -> Y = 31 | CbCr = 63
MB 636 (4x4) -> Y = 28 | CbCr = 74
MB 637 (4x4) -> Y = 20 | CbCr = 134
MB 638 (16x16) -> Y = 26 | CbCr = 186
MB 639 (16x16) -> Y = 43 | CbCr = 258
MB 640 (16x16) -> Y = 16 | CbCr = 320
MB 641 (4x4) -> Y = 73 | CbCr = 376
MB 642 (4x4) -> Y = 60 | CbCr = 162
MB 643 (16x16) -> Y = 48 | CbCr = 110
MB 644 (4x4) -> Y = 39 | CbCr = 71
MB 645 (4x4) -> Y = 60 | CbCr = 56
MB 646 (4x4) -> Y = 27 | CbCr = 29
MB 647 (4x4) -> Y = 60 | CbCr = 24
MB 648 (4x4) -> Y = 46 | CbCr = 56
MB 649 (16x16) -> Y = 35 | CbCr = 21
MB 650 (4x4) -> Y = 44 | CbCr = 33
MB 651 (4x4) -> Y = 31 | CbCr = 39
MB 652 (4x4) -> Y = 30 | CbCr = 46
MB 653 (16x16) -> Y = 35 | CbCr = 33
MB 654 (4x4) -> Y = 48 | CbCr = 43
MB 655 (4x4) -> Y = 44 | CbCr = 39
MB 656 (4x4) -> Y = 49 | CbCr = 35
MB 657 (4x4) -> Y = 46 | CbCr = 37
MB 658 (16x16) -> Y = 32 | CbCr = 14
MB 659 (4x4) -> Y = 36 | CbCr = 25
MB 660 (4x4) -> Y = 46 | CbCr = 36
MB 661 (4x4) -> Y = 51 | CbCr = 41
MB 662 (4x4) -> Y = 64 | CbCr = 38
MB 663 (4x4) -> Y = 51 | CbCr = 106
MB 664 (4x4) -> Y = 57 | CbCr = 68
MB 665 (4x4) -> Y = 12 | CbCr = 33
MB 666 (4x4) -> Y = 62 | CbCr = 507
MB 667 (4x4) -> Y = 37 | CbCr = 27
MB 668 (16x16) -> Y = 23 | CbCr = 23
MB 669 (16x16) -> Y = 26 | CbCr = 38
MB 670 (4x4) -> Y = 17 | CbCr = 29
MB 671 (4x4) -> Y = 20 | CbCr = 16
MB 672 (4x4) -> Y = 22 | CbCr = 18
MB 673 (4x4) -> Y = 28 | CbCr = 17
MB 674 (4x4) -> Y = 32 | CbCr = 52
MB 675 (16x16) -> Y = 38 | CbCr = 57
MB 676 (4x4) -> Y = 31 | CbCr = 76
MB 677 (16x16) -> Y = 19 | CbCr = 133
MB 678 (4x4) -> Y = 32 | CbCr = 165
MB 679 (4x4) -> Y = 23 | CbCr = 107
MB 680 (4x4) -> Y = 25 | CbCr = 38
MB 681 (4x4) -> Y = 29 | CbCr = 30
MB 682 (4x4) -> Y = 21 | CbCr = 18
MB 683 (4x4) -> Y = 27 | CbCr = 11
MB 684 (4x4) -> Y = 24 | CbCr = 22
MB 685 (4x4) -> Y = 19 | CbCr = 30
MB 686 (4x4) -> Y = 32 | CbCr = 3
MB 687 (4x4) -> Y = 34 | CbCr = 18
MB 688 (4x4) -> Y = 34 | CbCr = 24
MB 689 (4x4) -> Y = 19 | CbCr = 22
MB 690 (4x4) -> Y = 31 | CbCr = 46
MB 691 (4x4) -> Y = 30 | CbCr = 18
MB 692 (4x4) -> Y = 35 | CbCr = 26
MB 693 (4x4) -> Y = 19 | CbCr = 23
MB 694 (4x4) -> Y = 35 | CbCr = 11
MB 695 (16x16) -> Y = 11 | CbCr = 3
MB 696 (4x4) -> Y = 10 | CbCr = 8
MB 697 (4x4) -> Y = 22 | CbCr = 24
MB 698 (4x4) -> Y = 26 | CbCr = 27
MB 699 (4x4) -> Y = 33 | CbCr = 46
MB 700 (4x4) -> Y = 34 | CbCr = 46
MB 701 (16x16) -> Y = 26 | CbCr = 35
MB 702 (4x4) -> Y = 12 | CbCr = 29
